pub_date	title	venue	excerpt	citation	url_slug	paper_url
2021-01-27	Transparency and Accountability in Space Domain Awareness: Demonstrating ASTRIAGraph’s Capabilities with the United Nations Registry Data	Texas ScholarWorks	ASTRIAGraph Simone, Nevan, et al. "Transparency and Accountability in Space Domain Awareness: Demonstrating ASTRIAGRAPH's Capabilities with the United Nations Registry Data. TexasScholarWorks, University of Texas Libraries, 27 Jan. 2021, https://repositories.lib.utexas.edu/handle/2152/84783.	paper-one	http://dx.doi.org/10.26153/tsw/11754
